sourceArchive,matchUrl,recordKind,createdAt,players,prematchDecision,prematchSent,liveSignals,finalScore,resultStatus,pointSnapshots,leftPlayer,rightPlayer,leftWinOdds,rightWinOdds,winOddsSource,winOddsObservedAt,pairRegimeBranch,pairRegimeAccepted,pairPointWindow,pairFormEdge,pairStrengthSum,pairStrengthEdge,pairSelectedLatePointRate,decision,sent,protocolId,gateId,signalMode,pbpFilterAccepted,accuracyModeAccepted,moderateModeAccepted,pbpPointWindow,baseSelectedSideIndex,selectedSideIndex,sideCorrectionApplied,sideCorrectionReason,relativeAgreementScore,latestPbpReversal,leftCollapseCount,rightCollapseCount,collapseSum,collapseDifference,collapseSumWithinLimit,collapseCountsUnequal,collapseAccepted,selectedStrengthScore,opponentStrengthScore,selectedStrengthEdge,strongSelectedStrengthException,selectedHistoryMatches,selectedHistorySetSharePct,selectedHistorySetShareException,selectedFreshForm3Score,opponentFreshForm3Score,selectedHistory5WindowMatches,opponentHistory5WindowMatches,selectedHistory5SetSharePct,opponentHistory5SetSharePct,selectedHistory5SetShareEdge,selectedHistory8PerformancePct,opponentHistory8PerformancePct,relativeHistoryWindowReady,selectedFreshAtOrAboveHistory8,opponentFreshAtOrAboveHistory8,relativeFormSetShareException
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319124/marek-kulisek-vs-david-vesecky,observed_only,29.07 20:44,Марер Кулисек vs Давид Весецки,,,,,,4,Марер Кулисек,Давид Весецки,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319146/filip-karel-vs-martin-mastera,forecasted,29.07 18:07,Филип Карел vs Мартин Мастера,,,,,,35,Филип Карел,Мартин Мастера,1.85,1.85,bsportsfan-odds,29.07 18:07,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319148/karel-zeman-vs-jiri-vanous,forecasted,29.07 20:41,Карел Земан vs Иржи Ванус,,,,,,33,Карел Земан,Иржи Ванус,1.8,1.85,bsportsfan-odds,29.07 20:41,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319184/lukas-krupnik-jnr-vs-patrik-sturma,observed_only,29.07 21:18,Лукаш Крупник-мл. vs Патрик Штурма,,,,,,40,Лукаш Крупник-мл.,Патрик Штурма,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319218/jan-gembala-vs-jonas-rak,forecasted,29.07 18:10,Ян Гембала vs Йонас Рак,,,,,,38,Ян Гембала,Йонас Рак,2.218,1.577,bsportsfan-odds,29.07 18:09,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319227/ivan-jemelka-vs-patrik-sturma,forecasted,29.07 21:45,Иван Емелька vs Патрик Штурма,,,,1-3,miss,15,Иван Емелька,Патрик Штурма,,,,-,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319262/david-bochnak-vs-marek-kulisek,forecasted,29.07 18:27,Дэвид Бочнак vs Марер Кулисек,,,,,,22,Дэвид Бочнак,Марер Кулисек,1.235,3.475,bsportsfan-odds,29.07 18:27,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319274/denis-hofman-vs-martin-sychra,forecasted,30.07 14:01,Денис Хофман vs Мартин Сихра,,,,2-3,hit,33,Денис Хофман,Мартин Сихра,,,,-,,,,,,,,СТАВИМ,1,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319275/jakub-tazler-vs-denis-hofman,observed_only,30.07 18:02,Якуб Тазлер vs Денис Хофман,,,,,,31,Якуб Тазлер,Денис Хофман,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319277/petr-sebera-vs-denis-hofman,observed_only,30.07 13:06,Петр Себера vs Денис Хофман,,,,,,24,Петр Себера,Денис Хофман,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319278/jiri-zuzanek-vs-denis-hofman,observed_only,30.07 19:02,Иржи Зузанек vs Денис Хофман,,,,,,18,Иржи Зузанек,Денис Хофман,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319280/denis-hofman-vs-petr-sebera,observed_only,30.07 17:37,Денис Хофман vs Петр Себера,,,,,,18,Денис Хофман,Петр Себера,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319284/denis-hofman-vs-mark-robin-wagner,forecasted,30.07 15:31,Денис Хофман vs Марк Робин Вагнер,,,,3-2,hit,45,Денис Хофман,Марк Робин Вагнер,,,,-,,,,,,,,СТАВИМ,1,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319288/jan-szotkowski-vs-michal-vavrecka,forecasted,30.07 15:31,Ян Шотковски vs Михал Ваврецка,,,,3-0,miss,22,Ян Шотковски,Михал Ваврецка,,,,-,,,,,,,,СТАВИМ,1,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319289/tomas-dousek-vs-michal-vavrecka,forecasted,30.07 13:34,Томаш Доусек vs Михал Ваврецка,,,,3-2,hit,36,Томаш Доусек,Михал Ваврецка,,,,-,,,,,,,,СТАВИМ,1,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319291/jan-szotkowski-vs-tomas-dousek,forecasted,30.07 14:01,Ян Шотковски vs Томаш Доусек,,,,,,36,Ян Шотковски,Томаш Доусек,,,,-,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319357/radomir-revay-vs-radovan-polasek,forecasted,30.07 15:30,Радомир Ревай vs Радован Поласек,,,,3-2,hit,36,Радомир Ревай,Радован Поласек,,,,-,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319358/tadeas-zika-vs-radomir-revay,observed_only,30.07 13:06,Тадеас Зика vs Радомир Ревай,,,,,,34,Тадеас Зика,Радомир Ревай,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12319359/radomir-revay-vs-michal-cabis,forecasted,30.07 14:01,Радомир Ревай vs Михал Кабис,,,,,,36,Радомир Ревай,Михал Кабис,,,,-,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320163/martin-melisek-vs-jachym-juppa,observed_only,29.07 15:26,Мартин Мелисек vs Яхим Джуппа,,,,,,6,Мартин Мелисек,Яхим Джуппа,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320173/erik-mares-vs-pavel-gireth,observed_only,30.07 17:03,Эрик Марес vs Павел Гирет,,,,,,27,Эрик Марес,Павел Гирет,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320197/david-horak-vs-tibor-kolenic,forecasted,29.07 17:00,Дэвид Хорак vs Тибор Коленич,,,,3-1,miss,31,Дэвид Хорак,Тибор Коленич,,,,-,,,,,,,,СТАВИМ,1,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320204/jan-mecl-jnr-vs-jan-kanera,observed_only,30.07 17:02,Ян Мекл мл. vs Ян Канера,,,,,,41,Ян Мекл мл.,Ян Канера,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320276/matej-svitac-vs-leon-kolman,observed_only,29.07 16:03,Матей Свитац vs Леон Колман,,,,,,5,Матей Свитац,Леон Колман,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320304/jiri-ruzicka-vs-jan-mecl-jnr,observed_only,29.07 16:31,Иржи Ружицка vs Ян Мекл мл.,,,,,,52,Иржи Ружицка,Ян Мекл мл.,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320305/oleksandr-kolisnyk-vs-martin-huk,observed_only,29.07 16:03,Александр Колисник vs Мартин Хук,,,,,,33,Александр Колисник,Мартин Хук,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320306/ivo-taichman-vs-miroslav-kowolowski,forecasted,29.07 16:31,Иво Тайчман vs Мирослав Коволовски,,,,0-3,miss,28,Иво Тайчман,Мирослав Коволовски,2.25,1.57,bsportsfan-odds,29.07 16:31,,,,,,,,СТАВИМ,1,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320323/marek-blejchar-vs-vojtech-cerny,observed_only,29.07 16:03,Марек Блейчар vs Войтех Черны,,,,,,45,Марек Блейчар,Войтех Черны,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320324/tadeas-zika-vs-tomas-dousek,observed_only,29.07 16:03,Тадеас Зика vs Томаш Доусек,,,,,,35,Тадеас Зика,Томаш Доусек,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320326/martin-sychra-vs-michal-vondrak,observed_only,29.07 16:03,Мартин Сихра vs Михал Вондрак,,,,,,35,Мартин Сихра,Михал Вондрак,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320327/jakub-vales-vs-libor-prikasky,observed_only,29.07 16:03,Якуб Велес vs Либор Прикаски,,,,,,38,Якуб Велес,Либор Прикаски,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320341/oleh-plyska-vs-martin-vorel,forecasted,29.07 16:05,Олег Плиска vs Мартин Ворел,,,,,,32,Олег Плиска,Мартин Ворел,,,,-,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320349/martin-mastera-vs-jan-muska,forecasted,29.07 16:11,Мартин Мастера vs Ян Муска,,,,,,24,Мартин Мастера,Ян Муска,,,,-,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320350/lukas-dzida-vs-vladislav-reska,forecasted,29.07 16:11,Лукас Дзида vs Владислав Реска,,,,,,35,Лукас Дзида,Владислав Реска,1.444,2.625,bsportsfan-odds,29.07 16:10,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320391/tomas-rein-vs-jan-osmera,forecasted,29.07 16:21,Томас Рейн vs Ян Осмера,,,,,,32,Томас Рейн,Ян Осмера,,,,-,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320421/lukas-jindrak-vs-erik-mares,forecasted,29.07 16:30,Лукас Джиндрак vs Эрик Марес,,,,3-1,hit,33,Лукас Джиндрак,Эрик Марес,,,,-,,,,,,,,СТАВИМ,1,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320427/denis-hofman-vs-petr-saleny,forecasted,29.07 16:31,Денис Хофман vs Петр Салени,,,,0-3,hit,17,Денис Хофман,Петр Салени,2.25,1.57,bsportsfan-odds,29.07 16:31,,,,,,,,СТАВИМ,1,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320428/michal-vavrecka-vs-radomir-revay,forecasted,29.07 16:31,Михал Ваврецка vs Радомир Ревай,,,,2-3,hit,42,Михал Ваврецка,Радомир Ревай,,,,-,,,,,,,,СТАВИМ,1,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320488/tomas-trnka-vs-jakub-joksch,forecasted,29.07 16:40,Томаш Трнка vs Якуб Йокш,,,,,,27,Томаш Трнка,Якуб Йокш,,,,-,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320504/simon-holik-vs-frantisek-dvorak,forecasted,29.07 16:51,Саймон Холик vs Франтишек Дворжак,,,,,,37,Саймон Холик,Франтишек Дворжак,1.4,2.75,bsportsfan-odds,29.07 16:49,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320551/david-vesecky-vs-pavel-benes,forecasted,29.07 17:36,Давид Весецки vs Павел Бенеш,,,,,,17,Давид Весецки,Павел Бенеш,1.25,3.35,bsportsfan-odds,29.07 17:36,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320552/michal-prochazka-vs-michal-brozek,forecasted,29.07 17:06,Михал Прохазка vs Михал Брозек,,,,,,26,Михал Прохазка,Михал Брозек,1.497,2.463,bsportsfan-odds,29.07 17:06,,,,,,,,ПРОПУСК,0,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320567/rostislav-hasmanda-vs-david-horak,forecasted,29.07 18:30,Ростислав Хасманда vs Дэвид Хорак,,,,3-0,hit,1,Ростислав Хасманда,Дэвид Хорак,1.57,2.25,bsportsfan-odds,29.07 18:29,,,,,,,,СТАВИМ,1,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320589/radim-urbaniec-vs-martin-skotnica,forecasted,30.07 18:30,Радим Урбанец vs Мартин Скотница,,,,3-1,hit,36,Радим Урбанец,Мартин Скотница,,,,-,,,,,,,,ПРОПУСК,0,start-dual-signal-v5-2026-07-30,relative-accuracy-and-moderate-tiers-v1,rejected,0,0,0,5,1,0,1,weak-relative-agreement,2.5,1,1,0,1,1,1,1,1,7.4,10.7,-3.3,0,8,58.1,0,100,68,5,5,57.1,65,-7.9,76.9,88.8,1,1,0,0
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320591/jakub-pilch-vs-radim-urbaniec,observed_only,30.07 17:38,Якуб Пильх vs Радим Урбанец,,,,,,6,Якуб Пильх,Радим Урбанец,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320728/ladislav-havel-1956-vs-julius-didi,forecasted,30.07 14:00,Ладислав Гавел 1956 vs Юлиус Диди,,,,2-3,hit,31,Ладислав Гавел 1956,Юлиус Диди,,,,-,,,,,,,,СТАВИМ,1,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320800/martin-skotnica-vs-matej-grundel,observed_only,30.07 17:03,Мартин Скотница vs Матей Грюндель,,,,,,29,Мартин Скотница,Матей Грюндель,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320810/martin-huk-vs-ales-barton,observed_only,30.07 17:37,Мартин Хук vs Алесь Бартон,,,,,,13,Мартин Хук,Алесь Бартон,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320813/tadeas-zika-vs-martin-biolek,forecasted,30.07 18:31,Тадеас Зика vs Мартин Биолек,,,,2-3,hit,51,Тадеас Зика,Мартин Биолек,,,,-,,,,,,,,СТАВИМ,1,start-dual-signal-v5-2026-07-30,relative-accuracy-and-moderate-tiers-v1,moderate,1,0,1,5,1,1,0,base-side-kept,4,0,3,1,4,2,1,1,1,8.2,-16.2,24.4,1,8,61.3,0,87,40,5,5,68.4,35,33.4,80.6,51.9,1,1,0,0
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320815/jakub-vales-vs-erik-mares,forecasted,30.07 18:30,Якуб Велес vs Эрик Марес,,,,1-3,miss,44,Якуб Велес,Эрик Марес,1.833,1.833,bsportsfan-odds-frame,30.07 18:30,,,,,,,,СТАВИМ,1,start-dual-signal-v5-2026-07-30,relative-accuracy-and-moderate-tiers-v1,accuracy,1,1,1,5,0,0,0,outside-base-collapse-branch,3,0,3,3,6,0,0,0,0,1.9,0.5,1.4,0,8,61.8,1,100,62,5,5,57.1,55.6,1.5,88.8,76.9,1,1,0,0
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320816/jiri-svec-vs-ludek-madle,forecasted,30.07 14:00,Иржи Швец vs Людек Мадле,,,,2-3,hit,42,Иржи Швец,Людек Мадле,,,,-,,,,,,,,СТАВИМ,1,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320822/petr-sebera-vs-jiri-zuzanek,forecasted,30.07 18:30,Петр Себера vs Иржи Зузанек,,,,3-0,miss,25,Петр Себера,Иржи Зузанек,,,,-,,,,,,,,СТАВИМ,1,start-dual-signal-v5-2026-07-30,relative-accuracy-and-moderate-tiers-v1,moderate,1,0,1,5,1,1,0,base-side-kept,4,0,1,0,1,1,1,1,1,7.3,-5,12.3,0,8,56.7,0,88,59,5,5,57.9,40,17.9,73.1,73.8,1,1,0,0
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320824/michal-cabis-vs-radovan-polasek,forecasted,30.07 13:32,Михал Кабис vs Радован Поласек,,,,2-3,hit,45,Михал Кабис,Радован Поласек,,,,-,,,,,,,,СТАВИМ,1,start-collapse-salvage-v4-2026-07-28,collapse-or-strength-15-or-history-share-61_5-or-relative-form-h5-edge-10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320825/jan-szotkowski-vs-tadeas-zika,observed_only,30.07 17:37,Ян Шотковски vs Тадеас Зика,,,,,,22,Ян Шотковски,Тадеас Зика,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320827/martin-skotnica-vs-jakub-pilch,observed_only,30.07 19:03,Мартин Скотница vs Якуб Пильх,,,,,,16,Мартин Скотница,Якуб Пильх,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320840/martin-sychra-vs-mark-robin-wagner,observed_only,30.07 13:32,Мартин Сихра vs Марк Робин Вагнер,,,,,,26,Мартин Сихра,Марк Робин Вагнер,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320851/michal-regner-vs-martin-sychra,observed_only,30.07 11:48,Михал Регнер vs Мартин Сихра,,,,,,6,Михал Регнер,Мартин Сихра,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-610-1785446385942.csv,https://ru.bsportsfan.com/table-tennis/r/12320873/matyas-navedla-vs-radovan-polasek,observed_only,30.07 11:50,Матьяш Наведла vs Радован Поласек,,,,,,5,Матьяш Наведла,Радован Поласек,,,,-,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
